Authors,Publication Year,Data Collection Period,Species,Region,Manuscript Region,Specific Location,n,Sample Type,Chemical,FA class,Concentration,Concentration units,Tissue,Notes,DOI or Link,type
NOAA,2016,"Various, from studies published 1998-2010",Chinook,Washington,BC/WC,Puget Sound,3,Varies by study,DDTs,,18.3,ng/g ww,Whole Body,Duwamish River from Cullon et al. (2009),https://repository.library.noaa.gov/view/noaa/12818,contaminant
NOAA,2016,"Various, from studies published 1998-2010",Chinook,Washington,BC/WC,Puget Sound,36,Varies by study,DDTs,,29.1,ng/g ww,Whole Body,Puget sound mixed from O'Neill et al. (2006),https://repository.library.noaa.gov/view/noaa/12818,contaminant
NOAA,2016,"Various, from studies published 1998-2010",Chinook,Washington,BC/WC,Pudget Sound,34,Varies by study,PBDEs,,42.2,ng/g ww,Whole Body,Population: Pudget Sound Mixed from (O'Neill et al (2006)); specific combination of PBDEs varies by study,https://repository.library.noaa.gov/view/noaa/12818,contaminant
NOAA,2016,"Various, from studies published 1998-2010",Chinook,Oregon,BC/WC,Columbia River,17,Varies by study,PBDEs,,3.69,ng/g ww,Whole Body,from O'Neill et all (2006); specific combination of PBDEs varies by study,https://repository.library.noaa.gov/view/noaa/12818,contaminant
NOAA,2016,"Various, from studies published 1998-2010",Chinook,Oregon,BC/WC,Columbia River,20,Varies by study,PBDEs,,9.77,ng/g ww,Whole Body,from O'Neill et all (2006); specific combination of PBDEs varies by study,https://repository.library.noaa.gov/view/noaa/12818,contaminant
NOAA,2016,"Various, from studies published 1998-2010",Chinook,Oregon,BC/WC,Columbia River,4,Varies by study,PBDEs,,2.3,ng/g ww,Whole Body,Fall chinook from (Stone (2006)); specific combination of PBDEs varies by study,https://repository.library.noaa.gov/view/noaa/12818,contaminant
NOAA,2016,"Various, from studies published 1998-2010",Chinook,Oregon,BC/WC,Columbia River,3,Varies by study,PBDEs,,1.8,ng/g ww,Fillet+Skin,Clackamas River from (Stone (2006)); specific combination of PBDEs varies by study,https://repository.library.noaa.gov/view/noaa/12818,contaminant
NOAA,2016,"Various, from studies published 1998-2010",Chinook,Oregon,BC/WC,Columbia River,3,Varies by study,PBDEs,,1.5,ng/g ww,Fillet,Clackamas River from (Stone (2006)); specific combination of PBDEs varies by study,https://repository.library.noaa.gov/view/noaa/12818,contaminant
NOAA,2016,"Various, from studies published 1998-2010",Sockeye,Alaska,NA,NA,2,Varies by study,PBDEs,,0.21,ng/g ww,Fillet,from Hayward et al. (2007); specific combination of PBDEs varies by study,https://repository.library.noaa.gov/view/noaa/12818,contaminant
NOAA,2016,"Various, from studies published 1998-2010",Sockeye,Alaska,Bering Sea,Gulf of Alaska/ Bering Sea,24,Varies by study,PBDEs,,0.22,ng/g ww,Fillet,from ADEC (2011); specific combination of PBDEs varies by study,https://repository.library.noaa.gov/view/noaa/12818,contaminant
NOAA,2016,"Various, from studies published 1998-2010",Coho,Alaska,NA,NA,2,Varies by study,PBDEs,,0.32,ng/g ww,Fillet,from Hayward et al (2009); specific combination of PBDEs varies by study,https://repository.library.noaa.gov/view/noaa/12818,contaminant
NOAA,2016,"Various, from studies published 1998-2010",Coho,Alaska,SEAK,SE Alaska/ Gulf of Alaska,14,Varies by study,PBDEs,,0.19,ng/g ww,Fillet,from ADEC(2011); specific combination of PBDEs varies by study,https://repository.library.noaa.gov/view/noaa/12818,contaminant
NOAA,2016,"Various, from studies published 1998-2010",Pink,Alaska,SEAK,SE Alaska/ GOA,12,Varies by study,PBDEs,,0.22,ng/g ww,Fillet,from ADEC (2011); specific combination of PBDEs varies by study,https://repository.library.noaa.gov/view/noaa/12818,contaminant
NOAA,2016,"Various, from studies published 1998-2010",Chum,Alaska,Bering Sea,Bering Sea,18,Varies by study,PBDEs,,0.16,ng/g ww,Fillet,from ADEC (2011); specific combination of PBDEs varies by study,https://repository.library.noaa.gov/view/noaa/12818,contaminant
NOAA,2016,"Various, from studies published 1998-2010",Chinook,Alaska,NA,NA,2,Varies by study,PBDEs,,0.95,ng/g ww,Fillet,from Hayward et al. (2010); specific combination of PBDEs varies by study,https://repository.library.noaa.gov/view/noaa/12818,contaminant
NOAA,2016,"Various, from studies published 1998-2010",Chinook,Alaska,Bering Sea,Aleutian Islands,3,Varies by study,PBDEs,,0.71,ng/g ww,Fillet+Skin,from Shaw et al. (2008); specific combination of PBDEs varies by study,https://repository.library.noaa.gov/view/noaa/12818,contaminant
NOAA,2016,"Various, from studies published 1998-2010",Chinook,Alaska,SEAK,SE Alaska/ GOA,35,Varies by study,PBDEs,,0.53,ng/g ww,Fillet,from ADEC (2011); specific combination of PBDEs varies by study,https://repository.library.noaa.gov/view/noaa/12818,contaminant
NOAA,2016,"Various, from studies published 1998-2010",Chinook,British Columbia,BC/WC,BC North Coast,30,Varies by study,PBDEs,,0.08,ng/g ww,Whole Body,Skeena Population from O'Neill et al (2006); specific combination of PBDEs varies by study,https://repository.library.noaa.gov/view/noaa/12818,contaminant
NOAA,2016,"Various, from studies published 1998-2010",Chinook,British Columbia,BC/WC,Fraser River,13,Varies by study,PBDEs,,0.8,ng/g ww,Whole Body,from ADEC (2011); specific combination of PBDEs varies by study,https://repository.library.noaa.gov/view/noaa/12818,contaminant
NOAA,2016,"Various, from studies published 1998-2010",Chinook,British Columbia,BC/WC,Fraser River,7,Varies by study,PBDEs,,1.54,ng/g ww,Fillet,Thompson Population from Veldhoen et al. (2010); specific combination of PBDEs varies by study,https://repository.library.noaa.gov/view/noaa/12818,contaminant
NOAA,2016,"Various, from studies published 1998-2010",Chinook,British Columbia,BC/WC,Fraser River,6,Varies by study,PBDEs,,17.7,ng/g ww,Fillet,Harrison Population from Cullon et al. (2009); specific combination of PBDEs varies by study,https://repository.library.noaa.gov/view/noaa/12818,contaminant
NOAA,2016,"Various, from studies published 1998-2010",Chinook,Washington,BC/WC,Puget Sound,3,Varies by study,PBDEs,,6.43,ng/g ww,Whole Body,Duwamish River from Cullon et al. (2009); specific combination of PBDEs varies by study,https://repository.library.noaa.gov/view/noaa/12818,contaminant
NOAA,2016,"Various, from studies published 1998-2010",Chinook,Washington,BC/WC,Puget Sound,36,Varies by study,PBDEs,,18.9,ng/g ww,Whole Body,Puget sound mixed from O'Neill et al. (2006); specific combination of PBDEs varies by study,https://repository.library.noaa.gov/view/noaa/12818,contaminant
O'Neill and West,2009,1992-2001,Chinook,Washington,BC/WC,Puget Sound,12,Composite,PCBs,,86,ng/g ww,Fillet,"Marine location, Central Sound",10.1577/T08-003.1,contaminant
O'Neill and West,2009,1992-2001,Chinook,Washington,BC/WC,Puget Sound,16,Composite,PCBs,,69,ng/g ww,Fillet,"Marine location, South Sound",10.1577/T08-003.1,contaminant
San Francisco Estuary Institute,2007,2006,Chinook,California,BC/WC,Sacramento River,1,Individual,THg,,0.094,mg/kg ww,Fillet,,https://www.sfei.org/documents/california-bay-delta-authority-fish-mercury-project-year-2-2006-annual-report-sport-fish,contaminant
San Francisco Estuary Institute,2007,2006,Chinook,California,BC/WC,Shasta Lake,10,Individual,THg,,0.3,mg/kg ww,Fillet,,https://www.sfei.org/documents/california-bay-delta-authority-fish-mercury-project-year-2-2006-annual-report-sport-fish,contaminant
US EPA,1998,1996-1998,Chinook,Washington,BC/WC,Klickitat River,3,Composite,THg,,0.51,mg/kg ww,Fillet+Skin,,https://www.epa.gov/columbiariver/columbia-river-basin-fish-contaminant-survey-1996-1998,contaminant
US EPA,1998,1996-1998,Chinook,Washington,BC/WC,Columbia River Basin,15,Composite,THg,,0.084,mg/kg ww,Fillet+Skin,,https://www.epa.gov/columbiariver/columbia-river-basin-fish-contaminant-survey-1996-1998,contaminant
US EPA,1998,1996-1998,Chinook,Washington,BC/WC,Columbia River Basin,15,Composite,THg,,0.077,mg/kg ww,Whole Body,,https://www.epa.gov/columbiariver/columbia-river-basin-fish-contaminant-survey-1996-1998,contaminant
US EPA,1998,1996-1998,Chinook,Washington,BC/WC,Columbia River Basin,24,Composite,THg,,0.1,mg/kg ww,Fillet+Skin,,https://www.epa.gov/columbiariver/columbia-river-basin-fish-contaminant-survey-1996-1998,contaminant
US EPA,1998,1996-1998,Chinook,Washington,BC/WC,Columbia River Basin,24,Composite,THg,,0.064,mg/kg ww,Whole Body,,https://www.epa.gov/columbiariver/columbia-river-basin-fish-contaminant-survey-1996-1998,contaminant
US EPA,1998,1996-1998,Coho,Washington,BC/WC,Columbia River Basin,3,Composite,THg,,0.12,mg/kg ww,Fillet+Skin,,https://www.epa.gov/columbiariver/columbia-river-basin-fish-contaminant-survey-1996-1998,contaminant
US EPA,1998,1996-1998,Coho,Washington,BC/WC,Columbia River Basin,3,Composite,THg,,0.1,mg/kg ww,Whole Body,,https://www.epa.gov/columbiariver/columbia-river-basin-fish-contaminant-survey-1996-1998,contaminant
US EPA,2011,NA,Chinook,Washington,BC/WC,NA,116,Individual,THg,,0.09,mg/kg ww,Fillet,Tissue unspecified; assume fillet concentration is the concentration reported,Reported in Karimi et al. (2012)_EPA National Listing of Fish Advisories 2011,contaminant
US EPA,2011,NA,Coho,Washington,BC/WC,NA,167,Individual,THg,,0.046,mg/kg ww,Fillet,Tissue unspecified; assume fillet concentration is the concentration reported,Reported in Karimi et al. (2012)_EPA National Listing of Fish Advisories (accessed 2011),contaminant
US EPA,1998,1996-1998,Coho,Washington,BC/WC,Columbia River Basin,3,Composite,PCBs,,1.3,ng/g ww,Fillet+Skin,dioxin-like congeners (n=13),https://www.epa.gov/columbiariver/columbia-river-basin-fish-contaminant-survey-1996-1998,contaminant
US EPA,1998,1996-1998,Coho,Washington,BC/WC,Columbia River Basin,3,Composite,PCBs,,1.3,ng/g ww,Whole Body,dioxin-like congeners (n=13),https://www.epa.gov/columbiariver/columbia-river-basin-fish-contaminant-survey-1996-1998,contaminant
US EPA,1998,1996-1998,Chinook,Washington,BC/WC,Columbia River Basin,15,Composite,PCBs,,0.9,ng/g ww,Fillet+Skin,dioxin-like congeners (n=13),https://www.epa.gov/columbiariver/columbia-river-basin-fish-contaminant-survey-1996-1998,contaminant
US EPA,1998,1996-1998,Chinook,Washington,BC/WC,Columbia River Basin,15,Composite,PCBs,,1,ng/g ww,Whole Body,dioxin-like congeners (n=13),https://www.epa.gov/columbiariver/columbia-river-basin-fish-contaminant-survey-1996-1998,contaminant
US EPA,1998,1996-1998,Chinook,Washington,BC/WC,Columbia River Basin,24,Composite,PCBs,,0.8,ng/g ww,Fillet+Skin,dioxin-like congeners (n=13),https://www.epa.gov/columbiariver/columbia-river-basin-fish-contaminant-survey-1996-1998,contaminant
US EPA,1998,1996-1998,Chinook,Washington,BC/WC,Columbia River Basin,24,Composite,PCBs,,1,ng/g ww,Whole Body,dioxin-like congeners (n=13),https://www.epa.gov/columbiariver/columbia-river-basin-fish-contaminant-survey-1996-1998,contaminant
US EPA,1998,1996-1998,Coho,Washington,BC/WC,Columbia River Basin,3,Composite,DDTs,,41,ng/g ww,Fillet+Skin,"Sum of p,p'-DDT, o,p'-DDT,  p,p'-DDE, o,p'-DDE, p,p'-DDD, o,p'-DDD",https://www.epa.gov/columbiariver/columbia-river-basin-fish-contaminant-survey-1996-1998,contaminant
US EPA,1998,1996-1998,Coho,Washington,BC/WC,Columbia River Basin,3,Composite,DDTs,,42,ng/g ww,Whole Body,"Sum of p,p'-DDT, o,p'-DDT,  p,p'-DDE, o,p'-DDE, p,p'-DDD, o,p'-DDD",https://www.epa.gov/columbiariver/columbia-river-basin-fish-contaminant-survey-1996-1998,contaminant
US EPA,1998,1996-1998,Chinook,Washington,BC/WC,Columbia River Basin,24,Composite,DDTs,,22,ng/g ww,Fillet+Skin,"Sum of p,p'-DDT, o,p'-DDT,  p,p'-DDE, o,p'-DDE, p,p'-DDD, o,p'-DDD",https://www.epa.gov/columbiariver/columbia-river-basin-fish-contaminant-survey-1996-1998,contaminant
US EPA,1998,1996-1998,Chinook,Washington,BC/WC,Columbia River Basin,24,Composite,DDTs,,27,ng/g ww,Whole Body,"Sum of p,p'-DDT, o,p'-DDT,  p,p'-DDE, o,p'-DDE, p,p'-DDD, o,p'-DDD",https://www.epa.gov/columbiariver/columbia-river-basin-fish-contaminant-survey-1996-1998,contaminant
US EPA,1998,1996-1998,Chinook,Washington,BC/WC,Columbia River Basin,15,Composite,DDTs,,21,ng/g ww,Fillet+Skin,"Sum of p,p'-DDT, o,p'-DDT,  p,p'-DDE, o,p'-DDE, p,p'-DDD, o,p'-DDD",https://www.epa.gov/columbiariver/columbia-river-basin-fish-contaminant-survey-1996-1998,contaminant
US EPA,1998,1996-1998,Chinook,Washington,BC/WC,Columbia River Basin,15,Composite,DDTs,,25,ng/g ww,Whole Body,"Sum of p,p'-DDT, o,p'-DDT,  p,p'-DDE, o,p'-DDE, p,p'-DDD, o,p'-DDD",https://www.epa.gov/columbiariver/columbia-river-basin-fish-contaminant-survey-1996-1998,contaminant
US FDA,2011,1992-1993,Chum,USA,NA,Store-bought,9,Individual,MeHg,,0.02,mg/kg ww,Fillet,,https://www.fda.gov/food/metals-and-your-food/mercury-concentrations-fish-fda-monitoring-program-1990-2010,contaminant
US FDA,2011,1991-1992,Coho,USA,NA,Store-bought,3,Individual,MeHg,,0.063,mg/kg ww,Fillet,,https://www.fda.gov/food/metals-and-your-food/mercury-concentrations-fish-fda-monitoring-program-1990-2010,contaminant
US FDA,2011,1992-1993,Pink,USA,NA,Store-bought,6,Individual,MeHg,,0.005,mg/kg ww,Fillet,,https://www.fda.gov/food/metals-and-your-food/mercury-concentrations-fish-fda-monitoring-program-1990-2010,contaminant
US FDA,2011,1993,Sockeye,USA,NA,Store-bought,1,Individual,MeHg,,0.005,mg/kg ww,Fillet,,https://www.fda.gov/food/metals-and-your-food/mercury-concentrations-fish-fda-monitoring-program-1990-2010,contaminant
WA Dept of Fish and Wildlife,2001,1989-1999,Chinook,Washington,BC/WC,Pudget Sound,106,Individual,THg,,0.093,mg/kg ww,Fillet,,https://wdfw.wa.gov/sites/default/files/publications/01026/wdfw01026.pdf,contaminant
WA Dept of Fish and Wildlife,2001,1989-1999,Coho,Washington,BC/WC,Pudget Sound,108,Individual,THg,,0.049,mg/kg ww,Fillet,,https://wdfw.wa.gov/sites/default/files/publications/01026/wdfw01026.pdf,contaminant
West et al.,2001,1990-1998,Coho,Washington,BC/WC,Pudget Sound,47,Composite,PCBs,,19.3,ng/g ww,Fillet,,https://wdfw.wa.gov/sites/default/files/publications/01026/wdfw01026.pdf,contaminant
West et al.,2001,1990-1998,Chinook,Washington,BC/WC,Pudget Sound,228,Composite,DDTs,,21.4,ng/g ww,Fillet,"Sum of p,p'-DDT, o,p'-DDT,  p,p'-DDE, o,p'-DDE, p,p'-DDD, o,p'-DDD",https://wdfw.wa.gov/sites/default/files/publications/01026/wdfw01026.pdf,contaminant
West et al.,2001,1990-1998,Coho,Washington,BC/WC,Pudget Sound,266,Composite,DDTs,,11.7,ng/g ww,Fillet,"Sum of p,p'-DDT, o,p'-DDT,  p,p'-DDE, o,p'-DDE, p,p'-DDD, o,p'-DDD",https://wdfw.wa.gov/sites/default/files/publications/01026/wdfw01026.pdf,contaminant
Zhang et al.,2001,1999,Chum,Alaska,Bering Sea,Yukon River,6,Individual,THg,,0.068,mg/kg ww,Fillet,,10.1016/S0025-326X(01)00200-4,contaminant
Zhang et al.,2001,1999,Coho,Alaska,Bering Sea,Yukon River,6,Individual,THg,,0.044,mg/kg ww,Fillet,,10.1016/S0025-326X(01)00200-4,contaminant
Zhang et al.,2001,1999,Chinook,Alaska,Bering Sea,Yukon River,6,Individual,THg,,0.05,mg/kg ww,Fillet,,10.1016/S0025-326X(01)00200-4,contaminant
Zhang et al.,2001,1999,Chum,Alaska,Bering Sea,Kuskokwim,6,Individual,THg,,0.058,mg/kg ww,Fillet,,10.1016/S0025-326X(01)00200-4,contaminant
Zhang et al.,2001,1999,Coho,Alaska,Bering Sea,Kuskokwim,6,Individual,THg,,0.049,mg/kg ww,Fillet,,10.1016/S0025-326X(01)00200-4,contaminant
Zhang et al.,2001,1999,Chinook,Alaska,Bering Sea,Kuskokwim,6,Individual,THg,,0.096,mg/kg ww,Fillet,,10.1016/S0025-326X(01)00200-4,contaminant
Zhang et al.,2001,1999,Sockeye,Alaska,Bering Sea,Kuskokwim,6,Individual,THg,,0.034,mg/kg ww,Fillet,,10.1016/S0025-326X(01)00200-4,contaminant
Zhang et al.,2001,1999,Chum,Alaska,Bering Sea,Nushagak,6,Individual,THg,,0.072,mg/kg ww,Fillet,,10.1016/S0025-326X(01)00200-4,contaminant
Zhang et al.,2001,1999,Chinook,Alaska,Bering Sea,Nushagak,6,Individual,THg,,0.092,mg/kg ww,Fillet,,10.1016/S0025-326X(01)00200-4,contaminant
Zhang et al.,2001,1999,Sockeye,Alaska,Bering Sea,Nushagak,6,Individual,THg,,0.038,mg/kg ww,Fillet,,10.1016/S0025-326X(01)00200-4,contaminant
Zhang et al.,2001,1999,Coho,Alaska,Bering Sea,Kvichak,5,Individual,THg,,0.047,mg/kg ww,Fillet,,10.1016/S0025-326X(01)00200-4,contaminant
Zhang et al.,2001,2000,Chum,Alaska,Bering Sea,Yukon River,6,Individual,THg,,0.084,mg/kg ww,Fillet,,10.1016/S0025-326X(01)00200-4,contaminant
Zhang et al.,2001,2000,Coho,Alaska,Bering Sea,Yukon River,6,Individual,THg,,0.058,mg/kg ww,Fillet,,10.1016/S0025-326X(01)00200-4,contaminant
Zhang et al.,2001,2000,Chinook,Alaska,Bering Sea,Yukon River,6,Individual,THg,,0.07,mg/kg ww,Fillet,,10.1016/S0025-326X(01)00200-4,contaminant
Zhang et al.,2001,2000,Chum,Alaska,Bering Sea,Kuskokwim,6,Individual,THg,,0.074,mg/kg ww,Fillet,,10.1016/S0025-326X(01)00200-4,contaminant
Zhang et al.,2001,2000,Coho,Alaska,Bering Sea,Kuskokwim,6,Individual,THg,,0.057,mg/kg ww,Fillet,,10.1016/S0025-326X(01)00200-4,contaminant
Zhang et al.,2001,2000,Chinook,Alaska,Bering Sea,Kuskokwim,6,Individual,THg,,0.08,mg/kg ww,Fillet,,10.1016/S0025-326X(01)00200-4,contaminant
Zhang et al.,2001,2000,Sockeye,Alaska,Bering Sea,Kuskokwim,6,Individual,THg,,0.051,mg/kg ww,Fillet,,10.1016/S0025-326X(01)00200-4,contaminant
Zhang et al.,2001,2000,Chum,Alaska,Bering Sea,Nushagak,6,Individual,THg,,0.073,mg/kg ww,Fillet,,10.1016/S0025-326X(01)00200-4,contaminant
Zhang et al.,2001,2000,Chinook,Alaska,Bering Sea,Nushagak,6,Individual,THg,,0.06,mg/kg ww,Fillet,,10.1016/S0025-326X(01)00200-4,contaminant
Zhang et al.,2001,2000,Sockeye,Alaska,Bering Sea,Nushagak,6,Individual,THg,,0.061,mg/kg ww,Fillet,,10.1016/S0025-326X(01)00200-4,contaminant
Zhang et al.,2001,2000,Coho,Alaska,Bering Sea,Nushagak,6,Individual,THg,,0.059,mg/kg ww,Fillet,,10.1016/S0025-326X(01)00200-4,contaminant
Zhang et al.,2001,2000,Sockeye,Alaska,Bering Sea,Kvichak,6,Individual,THg,,0.058,mg/kg ww,Fillet,,10.1016/S0025-326X(01)00200-4,contaminant
Zhang et al.,2001,1999,Chum,Alaska,Bering Sea,Yukon River,6,Individual,THg,,0.071,mg/kg ww,Liver,,10.1016/S0025-326X(01)00200-4,contaminant
Zhang et al.,2001,1999,Coho,Alaska,Bering Sea,Yukon River,6,Individual,THg,,0.087,mg/kg ww,Liver,,10.1016/S0025-326X(01)00200-4,contaminant
Zhang et al.,2001,1999,Chinook,Alaska,Bering Sea,Yukon River,6,Individual,THg,,0.06,mg/kg ww,Liver,,10.1016/S0025-326X(01)00200-4,contaminant
Zhang et al.,2001,1999,Chum,Alaska,Bering Sea,Kuskokwim,6,Individual,THg,,0.066,mg/kg ww,Liver,,10.1016/S0025-326X(01)00200-4,contaminant
Zhang et al.,2001,1999,Coho,Alaska,Bering Sea,Kuskokwim,6,Individual,THg,,0.094,mg/kg ww,Liver,,10.1016/S0025-326X(01)00200-4,contaminant
Zhang et al.,2001,1999,Chinook,Alaska,Bering Sea,Kuskokwim,6,Individual,THg,,0.107,mg/kg ww,Liver,,10.1016/S0025-326X(01)00200-4,contaminant
Zhang et al.,2001,1999,Sockeye,Alaska,Bering Sea,Kuskokwim,6,Individual,THg,,0.058,mg/kg ww,Liver,,10.1016/S0025-326X(01)00200-4,contaminant
Zhang et al.,2001,1999,Chum,Alaska,Bering Sea,Nushagak,6,Individual,THg,,0.064,mg/kg ww,Liver,,10.1016/S0025-326X(01)00200-4,contaminant
Zhang et al.,2001,1999,Chinook,Alaska,Bering Sea,Nushagak,6,Individual,THg,,0.099,mg/kg ww,Liver,,10.1016/S0025-326X(01)00200-4,contaminant
Zhang et al.,2001,1999,Sockeye,Alaska,Bering Sea,Nushagak,6,Individual,THg,,0.084,mg/kg ww,Liver,,10.1016/S0025-326X(01)00200-4,contaminant
Zhang et al.,2001,1999,Coho,Alaska,Bering Sea,Kvichak,5,Individual,THg,,0.075,mg/kg ww,Liver,,10.1016/S0025-326X(01)00200-4,contaminant
Zhang et al.,2001,2000,Chum,Alaska,Bering Sea,Yukon River,6,Individual,THg,,0.095,mg/kg ww,Liver,,10.1016/S0025-326X(01)00200-4,contaminant
Zhang et al.,2001,2000,Coho,Alaska,Bering Sea,Yukon River,6,Individual,THg,,0.054,mg/kg ww,Liver,,10.1016/S0025-326X(01)00200-4,contaminant
Zhang et al.,2001,2000,Chinook,Alaska,Bering Sea,Yukon River,6,Individual,THg,,0.103,mg/kg ww,Liver,,10.1016/S0025-326X(01)00200-4,contaminant
Zhang et al.,2001,2000,Chum,Alaska,Bering Sea,Kuskokwim,6,Individual,THg,,0.072,mg/kg ww,Liver,,10.1016/S0025-326X(01)00200-4,contaminant
Zhang et al.,2001,2000,Coho,Alaska,Bering Sea,Kuskokwim,6,Individual,THg,,0.104,mg/kg ww,Liver,,10.1016/S0025-326X(01)00200-4,contaminant
Zhang et al.,2001,2000,Chinook,Alaska,Bering Sea,Kuskokwim,6,Individual,THg,,0.079,mg/kg ww,Liver,,10.1016/S0025-326X(01)00200-4,contaminant
Zhang et al.,2001,2000,Sockeye,Alaska,Bering Sea,Kuskokwim,6,Individual,THg,,0.1,mg/kg ww,Liver,,10.1016/S0025-326X(01)00200-4,contaminant
Zhang et al.,2001,2000,Chum,Alaska,Bering Sea,Nushagak,6,Individual,THg,,0.069,mg/kg ww,Liver,,10.1016/S0025-326X(01)00200-4,contaminant
Zhang et al.,2001,2000,Chinook,Alaska,Bering Sea,Nushagak,6,Individual,THg,,0.077,mg/kg ww,Liver,,10.1016/S0025-326X(01)00200-4,contaminant
Zhang et al.,2001,2000,Sockeye,Alaska,Bering Sea,Nushagak,6,Individual,THg,,0.105,mg/kg ww,Liver,,10.1016/S0025-326X(01)00200-4,contaminant
Zhang et al.,2001,2000,Coho,Alaska,Bering Sea,Nushagak,6,Individual,THg,,0.112,mg/kg ww,Liver,,10.1016/S0025-326X(01)00200-4,contaminant
Zhang et al.,2001,2000,Sockeye,Alaska,Bering Sea,Kvichak,6,Individual,THg,,0.094,mg/kg ww,Liver,,10.1016/S0025-326X(01)00200-4,contaminant
Zhang et al.,2001,2000,Coho,Alaska,Bering Sea,Kvichak,6,Individual,THg,,0.105,mg/kg ww,Liver,,10.1016/S0025-326X(01)00200-4,contaminant
Zhang et al.,2001,2000,Chum,Alaska,Bering Sea,Yukon River,6,Individual,MeHg,,0.043,mg/kg ww,Fillet,,10.1016/S0025-326X(01)00200-4,contaminant
Zhang et al.,2001,2000,Coho,Alaska,Bering Sea,Yukon River,6,Individual,MeHg,,0.044,mg/kg ww,Fillet,,10.1016/S0025-326X(01)00200-4,contaminant
Zhang et al.,2001,2000,Chinook,Alaska,Bering Sea,Yukon River,6,Individual,MeHg,,0.046,mg/kg ww,Fillet,,10.1016/S0025-326X(01)00200-4,contaminant
Zhang et al.,2001,2000,Chum,Alaska,Bering Sea,Kuskokwim,6,Individual,MeHg,,0.041,mg/kg ww,Fillet,,10.1016/S0025-326X(01)00200-4,contaminant
Zhang et al.,2001,1999,Coho,Alaska,Bering Sea,Kuskokwim,6,Individual,MeHg,,0.05,mg/kg ww,Fillet,,10.1016/S0025-326X(01)00200-4,contaminant
Zhang et al.,2001,1999,Chinook,Alaska,Bering Sea,Kuskokwim,6,Individual,MeHg,,0.037,mg/kg ww,Fillet,,10.1016/S0025-326X(01)00200-4,contaminant
Zhang et al.,2001,1999,Sockeye,Alaska,Bering Sea,Kuskokwim,6,Individual,MeHg,,0.043,mg/kg ww,Fillet,,10.1016/S0025-326X(01)00200-4,contaminant
Zhang et al.,2001,1999,Chum,Alaska,Bering Sea,Nushagak,6,Individual,MeHg,,0.062,mg/kg ww,Fillet,,10.1016/S0025-326X(01)00200-4,contaminant
Zhang et al.,2001,1999,Chinook,Alaska,Bering Sea,Nushagak,6,Individual,MeHg,,0.076,mg/kg ww,Fillet,,10.1016/S0025-326X(01)00200-4,contaminant
Zhang et al.,2001,1999,Sockeye,Alaska,Bering Sea,Nushagak,6,Individual,MeHg,,0.036,mg/kg ww,Fillet,,10.1016/S0025-326X(01)00200-4,contaminant
Zhang et al.,2001,1999,Coho,Alaska,Bering Sea,Kvichak,5,Individual,MeHg,,0.042,mg/kg ww,Fillet,,10.1016/S0025-326X(01)00200-4,contaminant
Zhang et al.,2001,2000,Chum,Alaska,Bering Sea,Yukon River,6,Individual,MeHg,,0.059,mg/kg ww,Fillet,,10.1016/S0025-326X(01)00200-4,contaminant
Zhang et al.,2001,2000,Coho,Alaska,Bering Sea,Yukon River,6,Individual,MeHg,,0.049,mg/kg ww,Fillet,,10.1016/S0025-326X(01)00200-4,contaminant
Zhang et al.,2001,2000,Chinook,Alaska,Bering Sea,Yukon River,6,Individual,MeHg,,0.036,mg/kg ww,Fillet,,10.1016/S0025-326X(01)00200-4,contaminant
Zhang et al.,2001,2000,Chum,Alaska,Bering Sea,Kuskokwim,6,Individual,MeHg,,0.058,mg/kg ww,Fillet,,10.1016/S0025-326X(01)00200-4,contaminant
Zhang et al.,2001,2000,Coho,Alaska,Bering Sea,Kuskokwim,6,Individual,MeHg,,0.029,mg/kg ww,Fillet,,10.1016/S0025-326X(01)00200-4,contaminant
Zhang et al.,2001,2000,Chinook,Alaska,Bering Sea,Kuskokwim,6,Individual,MeHg,,0.068,mg/kg ww,Fillet,,10.1016/S0025-326X(01)00200-4,contaminant
Zhang et al.,2001,2000,Sockeye,Alaska,Bering Sea,Kuskokwim,6,Individual,MeHg,,0.047,mg/kg ww,Fillet,,10.1016/S0025-326X(01)00200-4,contaminant
Zhang et al.,2001,2000,Chum,Alaska,Bering Sea,Nushagak,6,Individual,MeHg,,0.069,mg/kg ww,Fillet,,10.1016/S0025-326X(01)00200-4,contaminant
Zhang et al.,2001,2000,Chinook,Alaska,Bering Sea,Nushagak,6,Individual,MeHg,,0.049,mg/kg ww,Fillet,,10.1016/S0025-326X(01)00200-4,contaminant
Zhang et al.,2001,2000,Sockeye,Alaska,Bering Sea,Nushagak,6,Individual,MeHg,,0.066,mg/kg ww,Fillet,,10.1016/S0025-326X(01)00200-4,contaminant
Zhang et al.,2001,2000,Coho,Alaska,Bering Sea,Nushagak,6,Individual,MeHg,,0.046,mg/kg ww,Fillet,,10.1016/S0025-326X(01)00200-4,contaminant
Zhang et al.,2001,2000,Sockeye,Alaska,Bering Sea,Kvichak,6,Individual,MeHg,,0.072,mg/kg ww,Fillet,,10.1016/S0025-326X(01)00200-4,contaminant
Zhang et al.,2001,1999,Chum,Alaska,Bering Sea,Yukon River,6,Individual,MeHg,,0.039,mg/kg ww,Liver,,10.1016/S0025-326X(01)00200-4,contaminant
